LOAN_ID,CUSTOMER_ID,AGE,GENDER,STATE,OCCUPATION,MONTHLY_INCOME,LOAN_PRODUCT,LOAN_AMOUNT,SANCTION_AMOUNT,LOAN_TENURE,INTEREST_RATE,EMI_AMOUNT,BUREAU_SCORE,VINTAGE_MONTHS,CURRENT_DPD,MAX_DPD,OUTSTANDING_BALANCE,COLLECTION_BUCKET,LOAN_STATUS,DEFAULT_FLAG,WRITE_OFF_FLAG,DISBURSAL_DATE,LAST_PAYMENT_DATE,MONTHLY_INCOME_IMPUTED,BUREAU_SCORE_IMPUTED,LAST_PAYMENT_DATE_IMPUTED,LAST_PMT_IS_FUTURE,FOIR,CREDIT_UTIL,SANCTION_RATIO,REPAYMENT_RATIO,DISPOSABLE_INCOME,TENURE_PROGRESS,MONTHS_LEFT,IS_DELINQUENT,HAD_PAST_DPD,BUREAU_BAND,FOIR_BAND,CURR_DPD_LABEL,MAX_DPD_LABEL,UTIL_LABEL,REPAYMENT_STAGE,TENURE_STAGE,PAYMENT_BEHAVIOUR,SANCTION_LABEL,INTEREST_RATE_BAND,DISPOSABLE_INCOME_BAND,RISK_TIER,LOAN_HEALTH_SCORE,ACCOUNT_HEALTH,PRIMARY_RISK
LN0000238,CUST000425,39,Female,Uttar Pradesh,Salaried,62404.0,MSME Loan,1262138,1118423,24,20.43,57158.25,722.0,39,0,90,862562,Current,Active,0,0,2020-11-21,2024-02-01,False,False,False,False,0.9159,0.7712,0.8861,0.2288,5245.75,1.0,0,0,1,Good,Financially Stressed,No Delinquency,Serious Delinquency,High,Early Repayment Stage,Completed,Recovered From Past Delays,Mostly Approved,Very High,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000696,CUST000218,33,Male,Rajasthan,Professional,46935.0,Personal Loan,566778,516905,48,16.49,14779.28,784.0,65,0,120,383379,Current,Active,0,0,2021-10-20,2027-01-12,False,False,False,True,0.3149,0.7417,0.912,0.2583,32155.72,1.0,0,0,1,Very Good,Manageable,No Delinquency,Potential Default,High,Early Repayment Stage,Completed,Recovered From Past Delays,Mostly Approved,High,Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000803,CUST000416,32,Male,Delhi,Salaried,43576.0,Personal Loan,285746,285746,48,12.27,7562.72,850.0,57,0,90,208343,Current,Active,0,0,2025-03-03,2029-10-08,False,False,False,True,0.1736,0.7291,1.0,0.2709,36013.28,1.0,0,0,1,Excellent,Comfortable,No Delinquency,Serious Delinquency,High,Early Repayment Stage,Completed,Recovered From Past Delays,Fully Approved,Average,Comfortable,LOW,0,Excellent,Healthy Account
LN0000479,CUST000024,46,Male,Karnataka,Salaried,40928.0,Consumer Durable Loan,122687,114223,18,17.83,7278.83,761.0,67,30,45,33151,1-30,Active,0,0,2022-05-26,2023-09-26,False,False,True,False,0.1778,0.2902,0.931,0.7098,33649.17,1.0,0,1,0,Very Good,Comfortable,Slight Delay,Moderate Delinquency,Low,Mostly Repaid,Completed,Currently Delayed,Mostly Approved,High,Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000550,CUST000231,32,Male,Telangana,Professional,52570.0,Vehicle Loan,100000,75341,24,13.53,3600.63,720.0,6,0,120,71631,Current,Active,0,0,2020-06-20,2020-12-02,False,False,False,False,0.0685,0.9508,0.7534,0.0492,48969.37,0.25,18,0,1,Good,Comfortable,No Delinquency,Potential Default,Very High,Early Repayment Stage,New Loan,Recovered From Past Delays,Mostly Approved,Average,Comfortable,MEDIUM,3,Needs Monitoring,High Credit Utilization
LN0000847,CUST000651,48,Male,Maharashtra,Salaried,53431.0,Durable Loan,211796,195979,12,11.9,17403.33,795.0,40,0,120,189816,Current,Active,0,0,2020-06-20,2023-09-24,False,False,False,False,0.3257,0.9686,0.9253,0.0314,36027.67,1.0,0,0,1,Very Good,Manageable,No Delinquency,Potential Default,Very High,Early Repayment Stage,Completed,Recovered From Past Delays,Mostly Approved,Low,Comfortable,MEDIUM,3,Needs Monitoring,High Credit Utilization
LN0000610,CUST000191,22,Male,Rajasthan,Salaried,26241.0,Vehicle Loan,998101,790309,36,13.63,26869.08,653.0,47,0,0,438520,Current,Active,0,0,2024-11-16,2028-09-07,False,False,False,True,1.0,0.5549,0.7918,0.4451,0.0,1.0,0,0,0,Moderate Risk,Financially Stressed,No Delinquency,No Delinquency,Moderate,Partially Repaid,Completed,Always Paid On Time,Mostly Approved,Average,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000175,CUST000553,37,Male,Uttar Pradesh,Salaried,74156.0,Personal Loan,338985,259575,24,10.24,12006.84,672.0,26,30,30,169656,1-30,Active,0,0,2023-10-07,2025-10-23,False,False,False,False,0.1619,0.6536,0.7657,0.3464,62149.16,1.0,0,1,0,Moderate Risk,Comfortable,Slight Delay,Slight Delay,Moderate,Early Repayment Stage,Completed,Currently Delayed,Mostly Approved,Low,Very Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000622,CUST000226,49,Female,Maharashtra,Business,36586.0,Vehicle Loan,1464517,1038487,24,19.39,52545.68,691.0,55,30,60,181079,1-30,Active,0,0,2020-02-19,2024-07-27,False,False,False,False,1.0,0.1744,0.7091,0.8256,0.0,1.0,0,1,0,Moderate Risk,Financially Stressed,Slight Delay,Moderate Delinquency,Low,Mostly Repaid,Completed,Currently Delayed,Partially Approved,High,Financially Tight,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000425,CUST000401,89,Male,Rajasthan,Salaried,47730.0,Home Loan,1200000,1068490,180,15.75,15507.08,755.0,63,90,90,790548,61-90,Delinquent,1,0,2024-09-07,2029-08-10,False,False,False,True,0.3249,0.7399,0.8904,0.2601,32222.92,0.35,117,1,0,Very Good,Manageable,Serious Delinquency,Serious Delinquency,High,Early Repayment Stage,Mid Tenure,Defaulted,Mostly Approved,Average,Comfortable,CRITICAL,6,High Risk,Defaulted
LN0000042,CUST000568,38,Male,Tamil Nadu,Professional,62676.0,Consumer Durable Loan,33819,27332,9,16.33,3247.25,701.0,58,0,120,17306,Current,Active,0,0,2020-03-08,2024-11-02,False,False,False,False,0.0518,0.6332,0.8082,0.3668,59428.75,1.0,0,0,1,Good,Comfortable,No Delinquency,Potential Default,Moderate,Early Repayment Stage,Completed,Recovered From Past Delays,Mostly Approved,High,Very Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000709,CUST000094,37,Female,Telangana,Salaried,39904.0,Vehicle Loan,981417,842194,48,16.41,24045.23,762.0,66,7,15,299836,1-30,Active,0,0,2022-06-08,2027-10-03,False,False,False,True,0.6026,0.356,0.8581,0.644,15858.77,1.0,0,1,0,Very Good,Financially Stressed,Slight Delay,Slight Delay,Low,Partially Repaid,Completed,Currently Delayed,Mostly Approved,High,Limited,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000371,CUST000173,42,Male,Madhya Pradesh,Salaried,46940.0,Vehicle Loan,100000,81711,60,11.7,1805.25,738.0,43,0,60,34762,Current,Active,0,0,2024-10-28,2028-04-24,False,False,False,True,0.0385,0.4254,0.8171,0.5746,45134.75,0.7167,17,0,1,Good,Comfortable,No Delinquency,Moderate Delinquency,Moderate,Partially Repaid,Mid Tenure,Recovered From Past Delays,Mostly Approved,Low,Comfortable,LOW,0,Excellent,Healthy Account
LN0000568,CUST000200,40,Female,West Bengal,Self Employed,38492.0,Personal Loan,295102,235453,18,9.8,14118.95,721.0,18,0,150,176436,Current,Active,0,0,2023-04-26,2024-10-10,False,False,False,False,0.3668,0.7493,0.7979,0.2507,24373.05,1.0,0,0,1,Good,Manageable,No Delinquency,Potential Default,High,Early Repayment Stage,Completed,Recovered From Past Delays,Mostly Approved,Low,Limited,MEDIUM,2,Healthy,Healthy Account
LN0000717,CUST000672,64,Female,Madhya Pradesh,Self Employed,45766.0,Personal Loan,50000,38068,60,13.33,872.61,688.0,6,0,90,30428,Current,Active,0,0,2023-08-02,2024-01-24,False,False,False,False,0.0191,0.7993,0.7614,0.2007,44893.39,0.1,54,0,1,Moderate Risk,Comfortable,No Delinquency,Serious Delinquency,High,Early Repayment Stage,New Loan,Recovered From Past Delays,Mostly Approved,Average,Comfortable,LOW,0,Excellent,Healthy Account
LN0000704,CUST000113,42,Female,Karnataka,Salaried,100588.0,Consumer Durable Loan,35637,135637,18,21.03,1794.18,654.0,52,0,120,15388,Current,Active,0,0,2024-10-10,2029-01-07,False,False,False,True,0.0178,0.1134,3.8061,0.8866,98793.82,1.0,0,0,1,Moderate Risk,Comfortable,No Delinquency,Potential Default,Low,Mostly Repaid,Completed,Recovered From Past Delays,Fully Approved,Very High,Very Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000079,CUST000075,23,Female,West Bengal,Business,142445.0,MSME Loan,441983,340514,48,20.19,10396.47,742.0,50,0,0,270391,Current,Active,0,0,2022-09-07,2026-09-15,False,False,False,True,0.073,0.7941,0.7704,0.2059,132048.53,1.0,0,0,0,Good,Comfortable,No Delinquency,No Delinquency,High,Early Repayment Stage,Completed,Always Paid On Time,Mostly Approved,Very High,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000442,CUST000283,44,Male,Tamil Nadu,Business,99325.0,Personal Loan,395139,273728,48,14.08,7491.01,636.0,33,0,150,64904,Current,Active,0,0,2021-12-31,2024-09-14,False,False,False,False,0.0754,0.2371,0.6927,0.7629,91833.99,0.6875,15,0,1,High Risk,Comfortable,No Delinquency,Potential Default,Low,Mostly Repaid,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Very Comfortable,MEDIUM,4,Needs Monitoring,Weak Credit Profile
LN0000006,CUST000554,45,Female,Gujarat,Salaried,60114.0,Consumer Durable Loan,105876,85763,18,16.8,5423.24,724.0,54,0,0,59956,Current,Active,0,0,2021-02-07,2025-07-13,False,False,False,False,0.0902,0.6991,0.81,0.3009,54690.76,1.0,0,0,0,Good,Comfortable,No Delinquency,No Delinquency,Moderate,Early Repayment Stage,Completed,Always Paid On Time,Mostly Approved,High,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000171,CUST000465,43,Male,Madhya Pradesh,Self Employed,75698.0,Personal Loan,584339,568210,18,25.62,38352.15,799.0,46,60,150,316200,31-60,Delinquent,0,0,2025-03-16,2028-09-16,False,False,False,True,0.5066,0.5565,0.9724,0.4435,37345.85,1.0,0,1,0,Very Good,Stretched,Moderate Delinquency,Potential Default,Moderate,Partially Repaid,Completed,Severely Delinquent,Fully Approved,Very High,Comfortable,HIGH,4,Needs Monitoring,Current Delinquency
LN0000146,CUST000611,29,Male,Telangana,Salaried,71479.0,Personal Loan,50000,31769,12,11.94,2821.75,520.0,40,45,45,23677,31-60,Delinquent,0,0,2023-07-29,2026-08-31,False,False,False,True,0.0395,0.7453,0.6354,0.2547,68657.25,1.0,0,1,0,High Risk,Comfortable,Moderate Delinquency,Moderate Delinquency,High,Early Repayment Stage,Completed,Severely Delinquent,Partially Approved,Low,Very Comfortable,HIGH,4,Needs Monitoring,Current Delinquency
LN0000283,CUST000006,41,Male,Madhya Pradesh,Salaried,29097.0,Vehicle Loan,724062,450514,36,18.0,16287.16,633.0,9,0,15,135539,Current,Active,0,0,2024-09-15,2025-05-19,False,False,False,False,0.5598,0.3009,0.6222,0.6991,12809.84,0.25,27,0,1,High Risk,Stretched,No Delinquency,Slight Delay,Low,Partially Repaid,New Loan,Recovered From Past Delays,Partially Approved,High,Limited,MEDIUM,2,Healthy,Weak Credit Profile
LN0000759,CUST000352,51,Female,Rajasthan,Business,43700.0,Vehicle Loan,1072489,846191,48,16.08,24015.98,682.0,60,0,15,473211,Current,Active,0,0,2024-07-30,2029-06-02,True,False,False,True,0.5496,0.5592,0.789,0.4408,19684.02,1.0,0,0,1,Moderate Risk,Stretched,No Delinquency,Slight Delay,Moderate,Partially Repaid,Completed,Recovered From Past Delays,Mostly Approved,High,Limited,LOW,0,Excellent,Healthy Account
LN0000307,CUST000546,33,Female,Rajasthan,Salaried,55454.0,Vehicle Loan,380827,243203,24,20.23,12405.36,601.0,30,15,120,228518,1-30,Active,0,0,2020-03-28,2022-07-30,False,False,False,False,0.2237,0.9396,0.6386,0.0604,43048.64,1.0,0,1,0,High Risk,Comfortable,Slight Delay,Potential Default,Very High,Early Repayment Stage,Completed,Currently Delayed,Partially Approved,Very High,Comfortable,MEDIUM,7,Critical,Weak Credit Profile
LN0000370,CUST000255,46,Female,Karnataka,Professional,100102.0,Vehicle Loan,771055,678287,36,14.97,23503.08,768.0,68,15,60,274203,1-30,Active,0,0,2025-09-11,2028-07-11,False,False,True,True,0.2348,0.4043,0.8797,0.5957,76598.92,1.0,0,1,0,Very Good,Comfortable,Slight Delay,Moderate Delinquency,Moderate,Partially Repaid,Completed,Currently Delayed,Mostly Approved,Average,Very Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000480,CUST000122,31,Male,West Bengal,Professional,104384.0,Personal Loan,68605,56431,18,17.73,3593.37,751.0,24,15,75,55038,1-30,Active,0,0,2023-12-04,2025-10-15,False,False,False,False,0.0344,0.9753,0.8225,0.0247,100790.63,1.0,0,1,0,Very Good,Comfortable,Slight Delay,Serious Delinquency,Very High,Early Repayment Stage,Completed,Currently Delayed,Mostly Approved,High,Very Comfortable,MEDIUM,3,Needs Monitoring,High Credit Utilization
LN0000148,CUST000560,35,Male,Rajasthan,Self Employed,43654.0,Personal Loan,133602,96162,18,14.75,5987.74,625.0,71,0,0,27239,Current,Active,0,0,2024-12-05,2030-09-10,False,False,False,True,0.1372,0.2833,0.7198,0.7167,37666.26,1.0,0,0,0,High Risk,Comfortable,No Delinquency,No Delinquency,Low,Mostly Repaid,Completed,Always Paid On Time,Partially Approved,Average,Comfortable,MEDIUM,2,Healthy,Weak Credit Profile
LN0000500,CUST000236,34,Female,Madhya Pradesh,Salaried,132644.0,Personal Loan,50000,32097,24,10.68,1491.21,715.7,21,0,150,18727,Current,Active,0,0,2021-11-26,2023-08-14,False,True,False,False,0.0112,0.5835,0.6419,0.4165,131152.79,0.875,3,0,1,Good,Comfortable,No Delinquency,Potential Default,Moderate,Partially Repaid,Near Completion,Recovered From Past Delays,Partially Approved,Low,Very Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000514,CUST000416,35,Female,Madhya Pradesh,Salaried,65125.0,Personal Loan,427198,309266,12,14.33,27816.15,635.0,13,0,60,231433,Current,Active,0,0,2021-02-20,2022-03-03,False,False,False,False,0.4271,0.7483,0.7239,0.2517,37308.85,1.0,0,0,1,High Risk,Manageable,No Delinquency,Moderate Delinquency,High,Early Repayment Stage,Completed,Recovered From Past Delays,Partially Approved,Average,Comfortable,MEDIUM,2,Healthy,Weak Credit Profile
LN0000572,CUST000212,28,Male,Gujarat,Professional,177427.0,Personal Loan,135169,128130,18,17.93,8171.16,836.0,68,7,15,105733,1-30,Active,0,0,2023-05-10,2028-10-30,False,False,False,True,0.0461,0.8252,0.9479,0.1748,169255.84,1.0,0,1,0,Excellent,Comfortable,Slight Delay,Slight Delay,High,Early Repayment Stage,Completed,Currently Delayed,Mostly Approved,High,Very Comfortable,MEDIUM,3,Needs Monitoring,Healthy Account
LN0000608,CUST000452,67,Female,West Bengal,Not Specified,46314.0,Personal Loan,415261,282725,36,13.0,9526.12,546.0,2,75,75,131199,61-90,Delinquent,0,0,2022-03-05,2022-01-21,False,False,False,False,0.2057,0.4641,0.6808,0.5359,36787.88,0.0556,34,1,0,High Risk,Comfortable,Serious Delinquency,Serious Delinquency,Moderate,Partially Repaid,New Loan,Severely Delinquent,Partially Approved,Average,Comfortable,HIGH,4,Needs Monitoring,Current Delinquency
LN0000138,CUST000470,56,Female,Uttar Pradesh,Business,25152.0,Home Loan,3021442,2447675,300,9.12,20742.31,776.0,34,0,15,2050252,Current,Active,0,0,2020-11-15,2023-08-19,False,False,False,False,0.8247,0.8376,0.8101,0.1624,4409.689999999999,0.1133,266,0,1,Very Good,Financially Stressed,No Delinquency,Slight Delay,High,Early Repayment Stage,New Loan,Recovered From Past Delays,Mostly Approved,Low,Financially Tight,MEDIUM,2,Healthy,High EMI Burden
LN0000542,CUST000513,33,Female,Rajasthan,Business,44087.0,MSME Loan,695235,527977,24,12.07,24870.97,728.0,72,75,75,405256,61-90,Delinquent,0,0,2022-09-20,2028-04-21,False,False,False,True,0.5641,0.7676,0.7594,0.2324,19216.03,1.0,0,1,0,Good,Stretched,Serious Delinquency,Serious Delinquency,High,Early Repayment Stage,Completed,Severely Delinquent,Mostly Approved,Average,Limited,HIGH,2,Healthy,Current Delinquency
LN0000507,CUST000121,21,Female,Uttar Pradesh,Business,81574.0,Vehicle Loan,753524,853524,24,11.78,22028.88,545.0,30,0,15,109801,Current,Active,0,0,2024-01-08,2026-05-28,False,False,False,False,0.27,0.1286,1.1327,0.8714,59545.119999999995,1.0,0,0,1,High Risk,Comfortable,No Delinquency,Slight Delay,Low,Mostly Repaid,Completed,Recovered From Past Delays,Fully Approved,Low,Very Comfortable,MEDIUM,2,Healthy,Weak Credit Profile
LN0000532,CUST000388,61,Female,West Bengal,Salaried,137108.0,Personal Loan,544026,391151,18,15.78,24545.7,581.0,8,0,75,202725,Current,Active,0,0,2022-03-09,2022-10-28,False,False,False,False,0.179,0.5183,0.719,0.4817,112562.3,0.4444,10,0,1,High Risk,Comfortable,No Delinquency,Serious Delinquency,Moderate,Partially Repaid,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Very Comfortable,MEDIUM,2,Healthy,Weak Credit Profile
LN0000551,CUST000553,40,Female,Madhya Pradesh,Self Employed,37630.0,Home Loan,5184212,3632732,120,15.29,59255.48,657.0,63,75,75,1216257,61-90,Delinquent,0,0,2025-02-04,2030-01-13,False,False,False,True,1.0,0.3348,0.7007,0.6652,0.0,0.525,57,1,0,Moderate Risk,Financially Stressed,Serious Delinquency,Serious Delinquency,Low,Partially Repaid,Mid Tenure,Severely Delinquent,Partially Approved,Average,Financially Tight,HIGH,3,Needs Monitoring,Current Delinquency
LN0000639,CUST000402,89,Male,Uttar Pradesh,Business,145781.0,Home Loan,4870499,3453834,120,15.49,56763.33,647.0,68,7,15,1210453,1-30,Active,0,0,2024-04-19,2029-10-31,False,False,False,True,0.3894,0.3505,0.7091,0.6495,89017.67,0.5667,52,1,0,High Risk,Manageable,Slight Delay,Slight Delay,Low,Partially Repaid,Mid Tenure,Currently Delayed,Partially Approved,Average,Very Comfortable,MEDIUM,4,Needs Monitoring,Weak Credit Profile
LN0000587,CUST000394,33,Male,Rajasthan,Self Employed,19857.0,Vehicle Loan,2,1019274,36,12.53,34113.08,763.0,26,30,30,175748,1-30,Active,0,0,2020-03-15,2022-02-28,False,False,False,False,1.0,0.1724,509637.0,0.8276,0.0,0.7222,10,1,0,Very Good,Financially Stressed,Slight Delay,Slight Delay,Low,Mostly Repaid,Mid Tenure,Currently Delayed,Fully Approved,Average,Financially Tight,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000295,CUST000255,33,Female,West Bengal,Salaried,40531.0,Personal Loan,189305,151576,48,18.28,4474.75,780.0,45,15,15,24694,1-30,Active,0,0,2021-07-18,2025-02-20,False,False,False,False,0.1104,0.1629,0.8007,0.8371,36056.25,0.9375,3,1,0,Very Good,Comfortable,Slight Delay,Slight Delay,Low,Mostly Repaid,Near Completion,Currently Delayed,Mostly Approved,High,Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000064,CUST000416,21,Male,Maharashtra,Employee,38375.0,Vehicle,1202022,845670,24,11.4,39572.08,616.0,61,15,15,106289,1-30,Active,0,0,2024-08-11,2029-07-31,False,False,False,True,1.0,0.1257,0.7035,0.8743,0.0,1.0,0,1,0,High Risk,Financially Stressed,Slight Delay,Slight Delay,Low,Mostly Repaid,Completed,Currently Delayed,Partially Approved,Low,Financially Tight,MEDIUM,5,High Risk,High EMI Burden
LN0000983,CUST000272,52,Female,Delhi,Salaried,23859.0,Home Loan,6840511,4659333,120,14.5,73751.09,697.0,13,0,90,3162145,Current,Active,0,0,2022-04-15,2023-05-07,False,False,False,False,1.0,0.6787,0.6811,0.3213,0.0,0.1083,107,0,1,Moderate Risk,Financially Stressed,No Delinquency,Serious Delinquency,Moderate,Early Repayment Stage,New Loan,Recovered From Past Delays,Partially Approved,Average,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000503,CUST000120,37,Male,Tamil Nadu,Business,40575.0,Personal Loan,510021,327159,48,11.11,8473.08,642.0,30,0,15,81729,Current,Active,0,0,2021-04-06,2023-08-13,False,False,False,False,0.2088,0.2498,0.6415,0.7502,32101.92,0.625,18,0,1,High Risk,Comfortable,No Delinquency,Slight Delay,Low,Mostly Repaid,Mid Tenure,Recovered From Past Delays,Partially Approved,Low,Comfortable,MEDIUM,2,Healthy,Weak Credit Profile
LN0000984,CUST000356,33,Male,Tamil Nadu,Business,20736.0,MSME Loan,1969667,1711700,48,17.28,49639.48,704.0,10,0,75,668490,Current,Active,0,0,2024-12-01,2025-09-07,False,False,False,False,1.0,0.3905,0.869,0.6095,0.0,0.2083,38,0,1,Good,Financially Stressed,No Delinquency,Serious Delinquency,Low,Partially Repaid,New Loan,Recovered From Past Delays,Mostly Approved,High,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000190,CUST000603,51,Male,Gujarat,Business,34465.0,Personal Loan,460657,336835,60,16.64,8306.15,689.0,45,0,0,231966,Current,Active,0,0,2022-10-11,2026-06-07,False,False,False,False,0.241,0.6887,0.7312,0.3113,26158.85,0.75,15,0,0,Moderate Risk,Comfortable,No Delinquency,No Delinquency,Moderate,Early Repayment Stage,Mid Tenure,Always Paid On Time,Partially Approved,High,Comfortable,LOW,0,Excellent,Healthy Account
LN0000329,CUST000089,50,Female,Tamil Nadu,Salaried,95782.0,Consumer Durable Loan,52883,50518,6,18.02,8867.69,850.0,34,0,120,7995,Current,Active,0,0,2022-03-24,2022-08-24,False,False,True,False,0.0926,0.1583,0.9553,0.8417,86914.31,1.0,0,0,1,Excellent,Comfortable,No Delinquency,Potential Default,Low,Mostly Repaid,Completed,Recovered From Past Delays,Fully Approved,High,Very Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000902,CUST000027,44,Female,Rajasthan,Salaried,111291.0,Consumer Durable Loan,105237,73098,18,8.5,4339.74,635.0,52,15,15,48908,1-30,Active,0,0,2020-06-30,2024-09-20,False,False,False,False,0.039,0.6691,0.6946,0.3309,106951.26,1.0,0,1,0,High Risk,Comfortable,Slight Delay,Slight Delay,Moderate,Early Repayment Stage,Completed,Currently Delayed,Partially Approved,Low,Very Comfortable,MEDIUM,4,Needs Monitoring,Weak Credit Profile
LN0000338,CUST000227,57,Female,Rajasthan,Not Specified,65750.0,Consumer Durable Loan,70709,51141,6,18.26,8983.16,642.0,55,0,30,18313,Current,Active,0,0,2020-07-06,2024-12-04,False,False,False,False,0.1366,0.3581,0.7233,0.6419,56766.84,1.0,0,0,1,High Risk,Comfortable,No Delinquency,Slight Delay,Low,Partially Repaid,Completed,Recovered From Past Delays,Partially Approved,High,Very Comfortable,MEDIUM,2,Healthy,Weak Credit Profile
LN0000319,CUST000671,29,Female,Maharashtra,Salaried,82046.0,Personal Loan,275883,201507,12,21.29,18791.13,694.0,5,0,90,62532,Current,Active,0,0,2021-11-13,2022-03-09,False,False,False,False,0.229,0.3103,0.7304,0.6897,63254.869999999995,0.4167,7,0,1,Moderate Risk,Comfortable,No Delinquency,Serious Delinquency,Low,Partially Repaid,Mid Tenure,Recovered From Past Delays,Partially Approved,Very High,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000447,CUST000283,41,Female,Maharashtra,Permanent Employee,93891.0,Pers Loan,185707,172191,12,21.38,16064.77,768.0,47,0,30,64174,Current,Active,0,0,2020-04-05,2024-01-03,False,False,False,False,0.1711,0.3727,0.9272,0.6273,77826.23,1.0,0,0,1,Very Good,Comfortable,No Delinquency,Slight Delay,Low,Partially Repaid,Completed,Recovered From Past Delays,Mostly Approved,Very High,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000601,CUST000004,47,Male,Telangana,Self-Employed,105748.0,Personal Loan,70890,48271,24,15.14,2343.71,650.0,13,30,30,39586,1-30,Active,0,0,2023-07-19,2024-06-29,False,False,False,False,0.0222,0.8201,0.6809,0.1799,103404.29,0.5417,11,1,0,Moderate Risk,Comfortable,Slight Delay,Slight Delay,High,Early Repayment Stage,Mid Tenure,Currently Delayed,Partially Approved,Average,Very Comfortable,MEDIUM,3,Needs Monitoring,Healthy Account
LN0000144,CUST000364,42,Female,Telangana,Salaried,48147.0,Home Loan,5790792,5103626,240,14.64,65850.47,720.0,49,0,90,2844478,Current,Active,0,0,2021-02-11,2025-01-31,False,False,False,False,1.0,0.5573,0.8813,0.4427,0.0,0.2042,191,0,1,Good,Financially Stressed,No Delinquency,Serious Delinquency,Moderate,Partially Repaid,New Loan,Recovered From Past Delays,Mostly Approved,Average,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000657,CUST000368,21,Female,Gujarat,Business Owner,71957.0,MSME Loan,1082904,1082904,36,13.85,36932.25,850.0,56,0,90,878697,Current,Active,0,0,2020-07-26,2025-01-27,False,False,False,False,0.5133,0.8114,1.0,0.1886,35024.75,1.0,0,0,1,Excellent,Stretched,No Delinquency,Serious Delinquency,High,Early Repayment Stage,Completed,Recovered From Past Delays,Fully Approved,Average,Comfortable,LOW,1,Healthy,Healthy Account
LN0000871,CUST000384,33,Male,Delhi,Salaried,42508.0,Home Loan,2851990,2595618,240,12.28,29088.28,797.0,20,15,30,1961246,1-30,Active,0,0,2024-02-12,2025-09-10,False,False,False,False,0.6843,0.7556,0.9101,0.2444,13419.720000000001,0.0833,220,1,0,Very Good,Financially Stressed,Slight Delay,Slight Delay,High,Early Repayment Stage,New Loan,Currently Delayed,Mostly Approved,Average,Limited,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000351,CUST000205,29,Female,Delhi,Salaried,40377.0,Vehicle Loan,596201,596201,60,12.47,13404.2,850.0,49,15,120,199648,1-30,Active,0,0,2024-03-16,2028-03-07,False,False,False,True,0.332,0.3349,1.0,0.6651,26972.8,0.8167,11,1,0,Excellent,Manageable,Slight Delay,Potential Default,Low,Partially Repaid,Near Completion,Currently Delayed,Fully Approved,Average,Comfortable,MEDIUM,4,Needs Monitoring,Healthy Account
LN0000756,CUST000293,52,Male,Rajasthan,Salaried,42323.0,Vehicle Loan,1143160,1093296,48,12.06,28822.9,773.0,22,15,30,496123,1-30,Active,0,0,2024-05-26,2026-02-02,False,False,False,False,0.681,0.4538,0.9564,0.5462,13500.099999999999,0.4583,26,1,0,Very Good,Financially Stressed,Slight Delay,Slight Delay,Moderate,Partially Repaid,Mid Tenure,Currently Delayed,Fully Approved,Average,Limited,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000688,CUST000082,52,Female,Karnataka,Salaried,43912.0,Personal Loan,50000,32939,48,13.3,888.58,593.0,15,0,150,16965,Current,Active,0,0,2023-05-10,2024-07-13,False,False,False,False,0.0202,0.515,0.6588,0.485,43023.42,0.3125,33,0,1,High Risk,Comfortable,No Delinquency,Potential Default,Moderate,Partially Repaid,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Comfortable,MEDIUM,4,Needs Monitoring,Weak Credit Profile
LN0000513,CUST000460,34,Female,Tamil Nadu,Professional,44544.0,Vehicle Loan,909096,909096,36,14.38,31238.8,850.0,69,0,150,346483,Current,Active,0,0,2021-12-25,2027-08-06,False,False,False,True,0.7013,0.3811,1.0,0.6189,13305.2,1.0,0,0,1,Excellent,Financially Stressed,No Delinquency,Potential Default,Low,Partially Repaid,Completed,Recovered From Past Delays,Fully Approved,Average,Limited,MEDIUM,3,Needs Monitoring,High EMI Burden
